title,description,author,image_link,preview_link,publisher,published_date,info_link,category,rating
Class Reunion,"Twenty years after their college graduation, four Radcliffe girls return to their Harvard class reunion with mixed emotions and curiosity. It is the first time they have met since their hopeful student years, when each of them had wonderful dreams of becoming wives, mothers, and successful career women. But much has changed since the fifties, and the former classmates’ lives have been altered by events none of them could have foreseen. Humorous, heartwarming, often poignant and nostalgic, Class Reunion captures the spirit of the fifties brilliantly in contrast to the changing world the four girls have embraced, often with straightforward and pithy commentary on the social conventions of the past.",Rona Jaffe,http://books.google.com/books/content?id=lXDkBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=lXDkBgAAQBAJ&printsec=frontcover&dq=Class+Reunion&hl=&cd=1&source=gbs_api,Open Road Media,2015,https://play.google.com/store/books/details?id=lXDkBgAAQBAJ&source=gbs_api,Fiction,5.0
Lessons in Truth,"This vintage book contains Harriet Emilie Cady's 1896 work, ""Lessons in Truth"". Harriet Emilie Cady (1848-1941) was an American author and homeopathic physician. ""Lessons in Truth"" is the most widely-read book of the Unity Church movement and is considered one of its core texts. This volume will appeal to those with an interest in the Unity Church and would make for a fantastic addition to collections of allied literature. Contents include: ""Lesson One-Bondage or Liberty, Which?"", ""Lesson Two-Statement of Being"", ""Lesson Three-Thinking"", ""Lesson Four-Denials"", ""Lesson Five-Affirmations"", ""Lesson Six-Faith"", ""Lesson Seven-Personality and Individuality"", ""Lesson Eight-Spiritual Understanding"", ""Lesson Nine-The Secret Place of the Most High"", et cetera. Many vintage books such as this are becoming increasingly rare and expensive. We are republishing this volume now in an affordable, modern, high-quality edition complete with a specially commissioned new introduction.",H. Emilie Cady,http://books.google.com/books/content?id=ejRRDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ejRRDAAAQBAJ&printsec=frontcover&dq=Lessons+in+Truth&hl=&cd=1&source=gbs_api,Read Books Ltd,2016,https://play.google.com/store/books/details?id=ejRRDAAAQBAJ&source=gbs_api,Religion,1.0
"Sherman: soldier, realist, American (Books that matter)","When Liddell Hart's Sherman was first published in 1929, it received encomiums such as these: ""A masterly performance . . . one of the most thorougly dignified, one of the most distinguished biographies of the year.""--Henry Steele Commager, New York Herald Tribune ""It is not often that one comes upon a biography that is so well done as this book. Nearly every page bears evidence of the fact that it is the product of painstaking and exhaustive research, mature thought, and an expert understanding of the subject in hand . . .""--Saturday Review of Literature",B. H. Liddell Hart,http://books.google.com/books/content?id=8hZXNrfoZjsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=8hZXNrfoZjsC&printsec=frontcover&dq=Sherman:+soldier,+realist,+American+(Books+that+matter)&hl=&cd=1&source=gbs_api",Da Capo Press,2009,"http://books.google.com/books?id=8hZXNrfoZjsC&dq=Sherman:+soldier,+realist,+American+(Books+that+matter)&hl=&source=gbs_api",History,1.0
"Revolutionary Europe, 1783-1815 (History of Europe)",The new edition of this classic account of Revolutionary Europe brings to life many of the key issues that have fascinated historians since the fall of the Bastille and now includes a new introduction examining RudU's life and works and an updated list of readings.,George Rude,http://books.google.com/books/content?id=03p8QhZOX1QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=03p8QhZOX1QC&dq=Revolutionary+Europe,+1783-1815+(History+of+Europe)&hl=&cd=1&source=gbs_api",Wiley-Blackwell,2001,"http://books.google.nl/books?id=03p8QhZOX1QC&dq=Revolutionary+Europe,+1783-1815+(History+of+Europe)&hl=&source=gbs_api",History,2.0
The Cultural Creatives: How 50 Million People Are Changing the World,"A bestseller in hardcover, ""The Cultural Creatives"" explores a new subculture: people whose values embrace a curiosity and concern for the world, its ecosystem, and its peoples. 16 charts.","Paul H. Ray', 'Sherry Ruth Anderson",http://books.google.com/books/content?id=k5VBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=k5VBDwAAQBAJ&printsec=frontcover&dq=The+Cultural+Creatives:+How+50+Million+People+Are+Changing+the+World&hl=&cd=1&source=gbs_api,Broadway Books,2001,http://books.google.com/books?id=k5VBDwAAQBAJ&dq=The+Cultural+Creatives:+How+50+Million+People+Are+Changing+the+World&hl=&source=gbs_api,Social Science,3.0
This Is Our Faith: A Catholic Catechism for Adults,"This Is Our Faith: A Catholic Catechism for Adults is a bestselling overview of the faith for those preparing entry into the Church, as well as for both newly initiated and lifelong Catholics who wish to understand Church teachings more clearly. This revised and updated edition strengthens one of the strongest endorsements of the book: that it communicates important Church teachings in an engaging and understandable manner. Revised and updated in collaboration with longtime RCIA leaders, this new edition of This Is Our Faith has been refreshed with two new chapters, with language and style more in line with the Catechism of the Catholic Church, and with updated cultural and historical references. The text maintains the popular book’s accessible tone and easy-to-follow organization, following the four pillars of the Catechism: the Profession of Faith celebration of the sacraments, liturgy, and the Paschal Mystery life in Christ: foundations of Catholic morality Christian prayer Chapters in each of the four parts lead with a thought-provoking story that connects the reader to important teachings, which are then communicated through an easy-to-understand question-and-answer format. Discussion questions and suggestions for additional reading are included for RCIA and parish adult-education groups wishing to explore Church teachings in a group environment. This Is Our Faith provides a solid, clear presentation of the Catholic faith for adults at any stage in their faith journey.",Michael Pennock,http://books.google.com/books/content?id=7BdaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=7BdaDwAAQBAJ&printsec=frontcover&dq=This+Is+Our+Faith:+A+Catholic+Catechism+for+Adults&hl=&cd=1&source=gbs_api,Ave Maria Press,2018,https://play.google.com/store/books/details?id=7BdaDwAAQBAJ&source=gbs_api,Religion,5.0
Operating Manual for Spaceship Earth,"Buckminster Fuller (1895–1983) was an architect, engineer, geometrician, cartographer, philosopher, futurist, inventor of the famous geodesic dome, and one of the most brilliant thinkers of his time. For more than five decades, he set forth his comprehensive perspective on the world’s problems in numerous essays, which offer an illuminating insight into the intellectual universe of this renaissance man. These texts remain surprisingly topical even today, decades after their initial publication. While Fuller wrote the works in the 1960’s and 1970’s, they could not be more timely: like desperately needed time-capsules of wisdom for the critical moment he foresaw, and in which we find ourselves. Long out of print, they are now being published again, together with commentary by Jaime Snyder, the grandson of Buckminster Fuller. Designed for a new generation of readers, Snyder prepared these editions with supplementary material providing background on the texts, factual updates, and interpretation of his visionary ideas. Initially published in 1969, and one of Fuller’s most popular works, Operating Manual for Spaceship Earth is a brilliant synthesis of his world view. In this very accessible volume, Fuller investigates the great challenges facing humanity, and the principles for avoiding extinction and “exercising our option to make it.” How will humanity survive? How does automation influence individualization? How can we utilize our resources more effectively to realize our potential to end poverty in this generation? He questions the concept of specialization, calls for a design revolution of innovation, and offers advice on how to guide “spaceship earth” toward a sustainable future. And it Came to Pass – Not to Stay brings together Buckminster Fuller’s lyrical and philosophical best, including seven “essays” in a form he called his “ventilated prose”, and as always addressing the current global crisis and his predictions for the future. These essays, including “How Little I Know”, “What I am Trying to Do“, “Soft Revolution”, and “Ethics”, put the task of ushering in a new era of humanity in the context of “always starting with the universe.” In rare form, Fuller elegantly weaves the personal, the playful, the simple, and the profound. Utopia or Oblivion is a provocative blueprint for the future. This comprehensive volume is composed of essays derived from the lectures he gave all over the world during the 1960’s. Fuller’s thesis is that humanity – for the first time in its history – has the opportunity to create a world where the needs of 100% of humanity are met. This is Fuller in his prime, relaying his urgent message for earthians’ critical moment and presenting pioneering solutions which reflect his commitment to the potential of innovative design to create technology that does “more with less” and thereby improves human lives . . . “This is what man tends to call utopia. It’s a fairly small word, but inadequate to describe the extraordinary new freedom of man in a new relationship to universe - the alternative of which is oblivion.” Buckminster Fuller.",R. Buckminster Fuller,http://books.google.com/books/content?id=Ux3JwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Ux3JwAEACAAJ&dq=Operating+Manual+for+Spaceship+Earth&hl=&cd=1&source=gbs_api,Lars Müller Publishers,2008,http://books.google.nl/books?id=Ux3JwAEACAAJ&dq=Operating+Manual+for+Spaceship+Earth&hl=&source=gbs_api,Philosophy,4.0
Murder in the Heartland,"For 16 years, Harry Spiller worked as a deputy sheriff, investigator, and sheriff in a place where murder isn't suppose to happen- Southern Illinois. Investigating murder cases mainly in Williamson County and assisting in other counties, he learned the hard reality that murder is all around us. The act is swift for the victim and can happen to anyone, anywhere, at any time. It doesn't matter if you live in a big city or a small county, with brick-front towns, small farms, white church houses, lakes and ponds, the Shawnee National Forest, and the muddy rivers. All too often, victims fall prey in places that we think are safe to raise our families, places where we take walks on hot summer nights, where our children play in the park without concern, where we fish in the local pond hoping to land the big one, and where we leave our doors unlocked at night. In this book, Murder In The Heartland, there are 20 case files.",Harry Spiller,http://books.google.com/books/content?id=qyW860cSvQcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=qyW860cSvQcC&printsec=frontcover&dq=Murder+in+the+Heartland&hl=&cd=1&source=gbs_api,Turner Publishing Company,2003,http://books.google.com/books?id=qyW860cSvQcC&dq=Murder+in+the+Heartland&hl=&source=gbs_api,True Crime,1.0
Blade Dancer,"S.L. Viehl takes readers back to that universe of Stardoc to introduce a heroine who is about to confront the truth of her heritage... Jory Rask is a professional shockball player. The fastest runback in the game, she is loved across Terra. But Jory Rask has a secret that she’s lived with for twenty-four years…In a xenophobic world that despises aliens, she is not quite human. When her mother dies—and that secret is revealed—Jory must honor her last wishes and set out on a journey to find others like herself. And once they meet, none of their lives will ever be the same again. For in order to take the vengeance denied their mothers, they must undergo training at the Tana, the school for assassins known as Blade Dancers—the most lethal killers in the galaxy. And in the heart of that school lies a deadly secret...",S. L. Viehl,http://books.google.com/books/content?id=hzHB9pI1zp8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=hzHB9pI1zp8C&printsec=frontcover&dq=Blade+Dancer&hl=&cd=1&source=gbs_api,Penguin,2004,https://play.google.com/store/books/details?id=hzHB9pI1zp8C&source=gbs_api,Fiction,5.0
THIRD SECRET: A Novel Of Suspense (H),"Includes Part 1, Number 1 & 2: Books and Pamphlets, Including Serials and Contributions to Periodicals (January - December)",Library of Congress. Copyright Office,http://books.google.com/books/content?id=qxshAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=qxshAQAAIAAJ&pg=PA403&dq=THIRD+SECRET:+A+Novel+Of+Suspense+(H)&hl=&cd=1&source=gbs_api,"Copyright Office, Library of Congress",1957,https://play.google.com/store/books/details?id=qxshAQAAIAAJ&source=gbs_api,Copyright,1.0
"Elbert Hubbard's Scrap Book: Containing the Inspired and Inspiring Selections, Gathered During a Lifetime of Discriminating Reading for His Own Use","No man is worth his salt who is not ready at all times to risk his body, to risk his well-being, to risk his life, in a great cause.-Theodore Roosevelt Filled with some of the best words of wisdom ever written, this little volume is sure to uplift any reader. Elbert Hubbard spent much of his life carefully collecting significant quotes from throughout history. He loved searching for and finding new material to add to his scrapbook for personal inspiration. After his death, this richly developed scrapbook was published and can now be relished by readers everywhere.Here one can read pulse-quickening quotes from people like Abraham Lincoln, Rudyard Kipling, Dante, Leo Tolstoy, and many, many more. People from every profession and nationality have been quoted at their best, and these quotes have been carefully compiled for the reader's inspiration and personal growth. This unique book will furnish readers with a little genius for each day, and will inevitably make them better for it.",Elbert Hubbard,http://books.google.com/books/content?id=ndiZBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=ndiZBAAAQBAJ&printsec=frontcover&dq=Elbert+Hubbard%27s+Scrap+Book:+Containing+the+Inspired+and+Inspiring+Selections,+Gathered+During+a+Lifetime+of+Discriminating+Reading+for+His+Own+Use&hl=&cd=1&source=gbs_api",Pelican Publishing Company,1999,"http://books.google.nl/books?id=ndiZBAAAQBAJ&dq=Elbert+Hubbard%27s+Scrap+Book:+Containing+the+Inspired+and+Inspiring+Selections,+Gathered+During+a+Lifetime+of+Discriminating+Reading+for+His+Own+Use&hl=&source=gbs_api",Literary Collections,1.0
Freud: The Mind of the Moralist,"Now a classic, this book was hailed upon its original publication in 1959 as ""An event to be acclaimed . . . a book of genuine brilliance on Freud's cultural importance . . . a permanently valuable contribution to the human sciences.""—Alastair MacIntyre, Manchester Guardian ""This remarkably subtle and substantial book, with its nicely ordered sequences of skilled dissections and refined appraisals, is one of those rare products of profound analytic thought. . . . The author weighs each major article of the psychoanalytic canon in the scales of his sensitive understanding, then gives a superbly balanced judgement.""—Henry A. Murray, American Sociological Review ""Rieff's tremendous scholarship and rich reflections fill his pages with memorable treasures.""—Robert W. White, Scientific American ""Philip Rieff's book is a brilliant and beautifully reasoned example of what Freud's influence has really been: an increasing intellectual vigilance about human nature. . . . What the analyst does for the patient—present the terms for his new choices as a human being—Mr. Rieff does in respect to the cultural significance of Freudianism. His style has the same closeness, the same undertone of hypertense alertness. Again and again he makes brilliant points.""—Alfred Kazin, The Reporter",Philip Rieff,http://books.google.com/books/content?id=zJv3O1uAI5oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=zJv3O1uAI5oC&printsec=frontcover&dq=Freud:+The+Mind+of+the+Moralist&hl=&cd=1&source=gbs_api,University of Chicago Press,1979,http://books.google.nl/books?id=zJv3O1uAI5oC&dq=Freud:+The+Mind+of+the+Moralist&hl=&source=gbs_api,Psychology,1.0
El libro de oro de la magia blanca (Spanish Edition),"Sheds light on Wiccan beliefs and practices--deities, priests, holidays, rituals, and rules--that are often unknown and frequently misunderstood by non-Pagans and the uninitiated, revealing what it truly means to be witch. Original.",Migene Gonzales-Wippler,http://books.google.com/books/content?id=eTb1zEm9RnQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=eTb1zEm9RnQC&printsec=frontcover&dq=El+libro+de+oro+de+la+magia+blanca+(Spanish+Edition)&hl=&cd=1&source=gbs_api,Llewellyn Worldwide,2005,http://books.google.com/books?id=eTb1zEm9RnQC&dq=El+libro+de+oro+de+la+magia+blanca+(Spanish+Edition)&hl=&source=gbs_api,"Body, Mind & Spirit",3.0
Negotiating a Labor Contract: A Management Handbook,"Labor negotiation is like no other negotiation. This book tells you how to plan your strategy, approach difficult topics, and conclude successfully. In step-by-step chapters, the author tells you how to prepare the management team, present your agenda, cost out demands and offers, draft contract language, and more. You get important background facts on negotiating health and welfare benefits, pension plans, and other volatile issues. Plus, the book includes successful approaches for negotiating joint union-management programs such as stock-option plans and gainsharing. The author explains the law with real-life examples to guide you to a cooperative, mutually beneficial agreement.",Charles S. Loughran,http://books.google.com/books/content?id=PMQTAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=PMQTAQAAMAAJ&q=Negotiating+a+Labor+Contract:+A+Management+Handbook&dq=Negotiating+a+Labor+Contract:+A+Management+Handbook&hl=&cd=1&source=gbs_api,Bna Books,1992,http://books.google.com/books?id=PMQTAQAAMAAJ&dq=Negotiating+a+Labor+Contract:+A+Management+Handbook&hl=&source=gbs_api,Business & Economics,1.0
The Hellion Bride,"Successful, fun-loving rake Ryder Sherbrooke sets out to teach a lesson to Sophia, the teasing seductress who is trying to bed him and wrap one more man around her finger. Original.",Catherine Coulter,http://books.google.com/books/content?id=arlaakLAK9UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=arlaakLAK9UC&printsec=frontcover&dq=The+Hellion+Bride&hl=&cd=1&source=gbs_api,Penguin,1992,http://books.google.com/books?id=arlaakLAK9UC&dq=The+Hellion+Bride&hl=&source=gbs_api,Fiction,3.0
"Dictionary of Nature Myths: Legends of the Earth, Sea, and Sky","Comprehensive and cross-referenced, this informative volume is a rich introduction to the world of nature as experienced by ancient peoples around the globe. 51 halftones.",Tamra Andrews,http://books.google.com/books/content?id=7jS65aClvFEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=7jS65aClvFEC&printsec=frontcover&dq=Dictionary+of+Nature+Myths:+Legends+of+the+Earth,+Sea,+and+Sky&hl=&cd=1&source=gbs_api",Oxford University Press on Demand,2000,"http://books.google.nl/books?id=7jS65aClvFEC&dq=Dictionary+of+Nature+Myths:+Legends+of+the+Earth,+Sea,+and+Sky&hl=&source=gbs_api",Social Science,1.0
